ck_id,lat,lng,additional_notes,base_area,base_perimeter,base_shape,birthID,bolted_to_ground,condition_notes,depth,faucet_design,faucet_height_cm,faucet_length_cm,flow_rate,format,height,height_cm,high_traffic_area,material,number_of_drains,old_code,original_paint_remaining_pct,owner,parish,raised_drain,risk_factor_algae_pct,risk_factor_graffiti_pct,risk_factor_grime,risk_factor_missing_pieces,risk_factor_overall_damage_pct,risk_factor_rust_percent,risk_factor_surface_damage_percent,running,service_panel,sestiere_or_island,street,street_address,subtype,surface_area_sq_cm,totalDonated,type,visibility,width,width_cm,wiki_friendly_title
dda451c2-6a56-4b72-b43d-34f77db863a2,45.426716,12.313654,Pot chained to fountain.,748.7444298,97,Circle,DD1F,FALSE,,8,spout,66,15,0,JPEG,3264,108,,stone,1,,,City of Venice,,,5,15,20,50,,0,5,,FALSE,Dorsoduro,calle beata Eugenia giustinian,DD1,Other,11344.74443,,,Medium,2448,,Fountain - DD1F_2014
de826378-cac7-a6df-e59b-38821307268e,45.42591226,12.32302115,,20250,180,square,DD626F,TRUE,,8,spout,74,20,2.4,JPEG,3264,132,FALSE,metal,1,56,0,City of Venice,unknown,FALSE,25,5,medium,none,14,1,5,TRUE,TRUE,Dorsoduro,Campo S. Cosmo,DD626,type A,12544,0,fountain,medium,2448,45,Fountain - DD626F_2014
e407ef1b-5e55-084e-ff78-97d89518ca16,45.43728154,12.3298969,,3234,238,square with rounded corners,SP2011F,FALSE,,8,lion,76,8,2.2,JPEG,3264,147,TRUE,metal,1,16,5,VESTA,S. Polo,FALSE,40,5,medium,none,33,15,0,TRUE,FALSE,San Polo,Campo S. Polo,SP2011,type B,14054,0,fountain,high,2448,59.5,Fountain - SP2011F_2014
e408321c-6ec4-3e01-08e7-0e514f41d7de,45.43632698,12.34730989,,20250,180,square,CS3214F,TRUE,,8,spout,75,20,0,JPEG,3264,134,FALSE,metal,1,81,0,VESTA,unknown,FALSE,0,0,low,some,12,80,10,FALSE,FALSE,Castello,Campo de le Gatte,CS3214,type A,12544,0,fountain,medium,2448,45,Fountain - CS3214F_2014
e7390089-f07b-f6ff-1dba-e5e00e6d4014,45.42725415,12.31505121,push-button.,576,96,square with rounded corners,DD7F,FALSE,,8,spout,71,11,3,JPEG,3264,122,TRUE,metal,1,57,0,VESTA,unknown,TRUE,0,0,low,none,20,1,0,TRUE,FALSE,Dorsoduro,Calle del Teatre in Saca,DD7,other,11712,0,fountain,high,2448,24,Fountain - DD7F_2014
e874bdb7-ce95-b637-8e77-f343fffbe2c6,45.43040698,12.3322455,,3234,238,square with rounded corners,DD364F,FALSE,,8,lion,83,8,0.9,JPEG,3264,138,FALSE,metal,1,4,0,City of Venice,Gesuati,FALSE,50,1,medium,none,9,40,0,TRUE,TRUE,Dorsoduro,Campiello Barbaro,DD364,type B,14054,0,fountain,medium,2448,59.5,Fountain - DD364F_2014
ea30d6a2-c609-c8ea-8707-2648481607fc,45.44727348,12.32860402,Marble base,3234,238,square with rounded corners,CN3201F,TRUE,Marble base,8,Lion,80,12,1.9,JPEG,3264,141,TRUE,metal,1,65,5,VESTA,S. Alvise,TRUE,35,0,Medium,Some,1,5,1,TRUE,FALSE,Cannaregio,Campo S. Alvise,CN3201,type B,14054,0,fountain,high,2448,59.5,Fountain - CN3201F_2014
ebe4db71-7173-6dc9-4194-c3ccfbb20859,45.43167827,12.35392467,Drain filled with dirt and plants,3234,238,rectangle,CS1373F,TRUE,,8,lion,80,8,0,JPEG,3264,130,FALSE,metal,1,94,0,VESTA,unknown,TRUE,0,0,low,some,30,25,0,FALSE,FALSE,Castello,Corte Schiavona,CS1373,type B,14054,0,fountain,medium,2448,59.5,Fountain - CS1373F_2014
ee20535f-0e55-7d76-30a5-276af8ee151b,45.43880386,12.33184593,,95,35,circle,SP1895F,FALSE,,8,spout,61,13,3.7,JPEG,3264,86,FALSE,metal,1,21,0,City of Venice,S. Cassan,FALSE,20,0,Medium,some,32,30,30,TRUE,TRUE,San Polo,Carampane,SP1895,type F,4135,0,fountain,medium,2448,unknown,Fountain - SP1895F_2014
f2c81b62-d2e7-d0ca-2cd1-a13f8f66ae30,45.459225,12.356021,,86.65986651,33,Circle,MU5F,FALSE,,8,spout,76,8,0,JPEG,3264,86,,metal,1,,,City of Venice,,,0,0,80,50,,50,50,,TRUE,Murano,Calle del Convento Pescheria,MU5,Other,2972.659867,,,Medium,1840,,Fountain - MU5F_2014
f3203fb8-f3f3-55f1-16ab-971f6f8eec97,45.442146,12.335177,flower pots on drain.,1203.927567,123,Circle,CN4062F,TRUE,,8,lion,97,0,0,JPEG,3264,140,,metal,1,,,City of Venice,,,5,0,50,0,,95,15,,FALSE,Cannaregio,Ramo primo de le erbi,CN4062,Type B_Puglia,18423.92757,,,Low,2448,,Fountain - CN4062_2014
f41a41e2-5e44-2b58-c9bf-f5fe5ea4c625,45.438646,12.318848,,0,0,Circle,CN0F,FALSE,,8,Spout,60.5,22,0,JPEG,3264,65,,metal,0,,,City of Venice,,,0,0,50,0,,30,0,,FALSE,Cannaregio,Piazzale Roma Fondamenta Santa Chiara,CN0,Well,418,,,High,1840,,Fountain - CN0F_2014
f812c7d6-a633-92e4-a3b1-e477e22ae8e6,45.43205059,12.3254757,,3234,238,square with rounded corners,DD1170F,FALSE,,8,lion,82,8,1.8,JPEG,3264,138,TRUE,metal,1,8,0,City of Venice,S. Trovaso,TRUE,50,15,medium,none,14,20,4,TRUE,TRUE,Dorsoduro,Fondamenta della Toletta,DD1170,type B,14054,0,fountain,medium,2448,59.5,Fountain - DD1170F_2014
f874af54-9272-4938-ee5a-1ad0a6f335ca,45.44098056,12.32675043,,3234,238,square with rounded corners,SC1357F,TRUE,,8,lion,84,8,9.1,JPEG,3264,148,FALSE,metal,1,26,1,City of Venice,S. Simeone Grande,TRUE,30,0,medium,none,27,20,2,TRUE,TRUE,Santa Croce,Corte del Cazza,SC1357,type B,14054,0,fountain,medium,2448,59.5,Fountain - SC1357F_2014
f8c90c6b-dc6c-41d2-f0e0-d25b875e1843,45.485434,12.416332,,462.25,86,Square,BN738F,TRUE,,8,lion,97,0,0,JPEG,3264,125,,metal,2,,,City of Venice,,,0,0,50,0,,20,5,,TRUE,Burano,Campo Vigneri,BN738,Type B_Puglia,11212.25,,,high,1840,,Fountain - BN738F_2014
fb66f514-0bc1-165b-8056-af1a7c7a0898,45.457661,12.357716,Dysfunctioned push button,602.3218821,87,Circle,MU02F,TRUE,,8,lion spout,98,0,0,JPEG,3264,145,,metal,1,,,City of Venice,,,0,50,50,0,,5,5,,TRUE,Murano,Campo S.Donato,MU02,Type B_Puglia,13217.32188,,,high,1840,,Fountain - MU02F_2014
fbb9c570-bb60-f991-15da-4455a08983aa,45.43803391,12.3475331,,3234,238,square with rounded corners,CS2785F,TRUE,,8,lion,80,8,0,JPEG,3264,147,FALSE,metal,1,86,1,City of Venice,S. Francesco de la Vigna,TRUE,0,5,medium,None,11,10,0,FALSE,TRUE,Castello,Campo S. Francesco,CS2785,type B,14054,0,fountain,high,2448,59.5,Fountain - CS2785F_2014
fbdaee5d-1f3f-e8a6-63ec-b769a09b970f,45.43452492,12.34301114,,770,114,rectangle,CS4684F,FALSE,,8,spout,0,0,3.2,JPEG,3264,94,TRUE,metal,1,75,5,City of Venice,S. Zaccaria,FALSE,40,0,medium,none,2,5,5,TRUE,TRUE,Castello,Campo S. Zaccaria,CS4684,type E,8102,0,fountain,high,2448,28.5,Fountain - CS4684F_2014
fda3be01-3035-690c-786b-1ce0c961159f,45.44462023,12.32412417,,3234,238,square with rounded corners,CN1084F,TRUE,,8,lion,80,8,1.6,JPEG,3264,129,TRUE,metal,1,69,1,City of Venice,unknown,TRUE,15,0,medium,none,13,1,10,TRUE,TRUE,Cannaregio,Calle de le Chioverete,CN1084,type B,14054,0,fountain,medium,2448,59.5,Fountain - CN1084F_2014
fea6e6d9-cd4c-3e2a-6a87-c11cbf56f014,45.43841341,12.33480701,,601,82,octagon,SP549F,FALSE,bucket chained to it,8,spout,54,18,3.5,JPEG,3264,88,FALSE,metal,1,18,4,City of Venice,S. Silvestro,FALSE,10,0,medium,none,21,10,1,TRUE,TRUE,San Polo,Campo de Rialto Novo,SP549,type D,6359,0,fountain,medium,1840,26.8,Fountain - SP549F_2014
